,Phrase,qui
517,"('natur', 'gewiss')",7.97566513545995e-06
518,"('deshalb', 'antrag')",7.951639309409288e-06
519,"('fall', 'den')",7.92454856770152e-06
520,"('frag', 'erschopf')",7.920308160109264e-06
521,"('gefahr', 'besteht')",7.920308160109264e-06
522,"('kantonal', 'hoheit')",7.920308160109264e-06
523,"('neun', 'monat')",7.920308160109264e-06
524,"('relativ', 'klein')",7.920308160109264e-06
525,"('bundesrat', 'selb')",7.912465450170475e-06
526,"('bundesprasident', 'schmid')",7.885489533851469e-06
527,"('euburgerinn', 'burg')",7.885489533851469e-06
528,"('herr', 'hutt')",7.885489533851469e-06
529,"('herr', 'leutenegg')",7.885489533851469e-06
530,"('schutz', 'anlegerinn')",7.885489533851469e-06
531,"('svp', 'fdp')",7.885489533851469e-06
532,"('wirklich', 'dringend')",7.885489533851469e-06
533,"('wiss', 'genau')",7.874729481996396e-06
534,"('rechnung', 'getrag')",7.802982067419102e-06
535,"('schweiz', 'gut')",7.802536024471914e-06
536,"('chemisch', 'industri')",7.699704070667203e-06
537,"('ersuch', 'mind')",7.699704070667203e-06
538,"('herr', 'bor')",7.699704070667203e-06
539,"('herr', 'brunn')",7.699704070667203e-06
540,"('mehrfach', 'gesagt')",7.699704070667203e-06
541,"('wichtig', 'argument')",7.699704070667203e-06
542,"('artikel', 'vag')",7.684175874414576e-06
543,"('betreff', 'land')",7.684175874414576e-06
544,"('klein', 'gesellschaft')",7.684175874414576e-06
545,"('neu', 'strafprozessordn')",7.684175874414576e-06
546,"('schweiz', 'burg')",7.684175874414576e-06
547,"('wahrung', 'inn')",7.684175874414576e-06
548,"('vernehmlass', 'geschickt')",7.66856540234585e-06
549,"('herr', 'schibli')",7.643606940286115e-06
550,"('nam', 'svpfraktion')",0.00019159534117905316
551,"('sicherheitspolit', 'bericht')",7.973950422813254e-05
552,"('patientinn', 'patient')",7.340932992048137e-05
553,"('million', 'frank')",7.290988278347245e-05
554,"('frau', 'kollegin')",6.412928148823304e-05
555,"('konsumentinn', 'konsument')",6.246411563250043e-05
556,"('frau', 'bundesratin')",3.918199152334516e-05
557,"('link', 'seit')",3.337215081361891e-05
558,"('europa', 'union')",3.0381477917178362e-05
559,"('erneuerbar', 'energi')",2.9592877934601832e-05
560,"('arbeitnehmerinn', 'arbeitnehm')",2.8852873518416882e-05
561,"('z', 'b')",2.877783892246643e-05
562,"('uns', 'meinung')",2.652551623666909e-05
563,"('pro', 'helvetia')",2.6426426790410973e-05
564,"('kind', 'jugend')",2.631573759576476e-05
565,"('svpfraktion', 'mehrheit')",2.6039295321992652e-05
566,"('mittl', 'einkomm')",2.574918587399307e-05
567,"('herr', 'kaufmann')",2.4705913597246684e-05
568,"('sicht', 'bundesrat')",2.431838152197956e-05
569,"('rund', 'million')",2.416449748687771e-05
570,"('ganz', 'wichtig')",2.3899055417938558e-05
571,"('sbb', 'cargo')",2.3799277074815484e-05
572,"('frau', 'fehr')",2.281379929421115e-05
573,"('kommission', 'rechtsfrag')",2.2632563418106765e-05
574,"('svpfraktion', 'antrag')",2.2456966938596093e-05
575,"('technisch', 'vorschrift')",2.153855368809052e-05
576,"('arme', 'xxi')",2.0951947306574004e-05
577,"('kalt', 'progression')",2.0493066794887823e-05
578,"('mieterinn', 'miet')",2.0399928842187574e-05
579,"('frau', 'bundesprasidentin')",2.017508598156565e-05
580,"('herr', 'stamm')",1.99922524297038e-05
581,"('nam', 'kommissionsmind')",1.9854626789762846e-05
582,"('klar', 'meinung')",1.9206477692680248e-05
583,"('milliard', 'frank')",1.907307755182896e-05
584,"('herr', 'bor')",1.8937803066744524e-05
585,"('hoh', 'einkomm')",1.886623010404614e-05
586,"('kommissionssprech', 'gesagt')",1.868849515296207e-05
587,"('frau', 'meierschatz')",1.8327693863101533e-05
588,"('staatspolit', 'kommission')",1.7942632349943687e-05
589,"('arztinn', 'arzt')",1.774589111625546e-05
590,"('mehrheit', 'svpfraktion')",1.771565325614202e-05
591,"('recht', 'herzlich')",1.7434525845853825e-05
592,"('herr', 'bundesrat')",1.7243873570761522e-05
593,"('mind', 'abzulehn')",1.7172489361188298e-05
594,"('angehor', 'arme')",1.7096184998388204e-05
595,"('darauf', 'hinweis')",1.675347648745925e-05
596,"('steuerzahlerinn', 'steuerzahl')",1.6511980604899383e-05
597,"('mocht', 'folgend')",1.6488844478756894e-05
598,"('neu', 'steu')",1.644748673957138e-05
599,"('beid', 'grossbank')",1.627285227767899e-05
600,"('chef', 'arme')",1.6063467484653515e-05
601,"('svpfraktion', 'vorlag')",1.6003048065202303e-05
602,"('herr', 'bortoluzzi')",1.5658378037872502e-05
603,"('mocht', 'darauf')",1.5511362132830932e-05
604,"('tief', 'einkomm')",1.5389790481807698e-05
605,"('betroff', 'person')",1.536611737473821e-05
606,"('all', 'grund')",1.5294084400094213e-05
607,"('herr', 'schwand')",1.5249254410853513e-05
608,"('sozial', 'okolog')",1.5228566535655302e-05
609,"('ruckzahlbar', 'darleh')",1.5098668982443076e-05
610,"('initiantinn', 'initiant')",1.4587933033210358e-05
611,"('christoph', 'bloch')",1.4427918404760891e-05
612,"('herr', 'bind')",1.4393174939070355e-05
613,"('herr', 'loepf')",1.4393174939070355e-05
614,"('artikel', 'stgb')",1.4206630905745355e-05
615,"('unternehmenssteuerreform', 'ii')",1.4117920540607258e-05
616,"('herr', 'morgeli')",1.3948113811172449e-05
617,"('bitt', 'initiativ')",1.3928905018428906e-05
618,"('still', 'reserv')",1.3826640250294989e-05
619,"('einheit', 'materi')",1.3759877570033523e-05
620,"('sich', 'land')",1.3735943730625878e-05
621,"('kanton', 'baselstadt')",1.3552755135581815e-05
622,"('rentnerinn', 'rentn')",1.3511821383955545e-05
623,"('ganz', 'gross')",1.32246936875666e-05
624,"('bitt', 'artikel')",1.3200735586580765e-05
625,"('stellt', 'frag')",1.3155667534770578e-05
626,"('schweizerinn', 'schweiz')",1.3060111244619396e-05
627,"('schweiz', 'bevolker')",1.2929360424083495e-05
628,"('neu', 'gesetz')",1.292911190238942e-05
629,"('folgend', 'grund')",1.2842782581519585e-05
630,"('burg', 'mehrheit')",1.267127971337894e-05
631,"('sozialdemokrat', 'fraktion')",1.2616797488392141e-05
632,"('bedingt', 'ruckzahlbar')",1.2599486963046187e-05
633,"('land', 'bevolker')",1.2599486963046187e-05
634,"('administrativ', 'aufwand')",1.2582836094133302e-05
635,"('herr', 'baad')",1.2514106772774232e-05
636,"('hoh', 'preis')",1.2504420863472818e-05
637,"('svp', 'fdp')",1.2449659216308255e-05
638,"('beantrag', 'nam')",1.2448118321638029e-05
639,"('ehrlich', 'gesagt')",1.2425651776135264e-05
640,"('scheint', 'wichtig')",1.2298525239578066e-05
641,"('kanton', 'aargau')",1.2177042472820034e-05
642,"('arme', 'arme')",1.21063495726898e-05
643,"('bilateral', 'hilf')",1.2034480350256675e-05
644,"('daran', 'erinn')",1.2016229447482574e-05
645,"('aktiv', 'markt')",1.1802656157288546e-05
646,"('mehrheit', 'spfraktion')",1.1802656157288546e-05
647,"('kanton', 'thurgau')",1.1774476029949725e-05
648,"('autonomi', 'hochschul')",1.1717678370563748e-05
649,"('ausgleich', 'kalt')",1.1571199833738671e-05
650,"('flankier', 'massnahm')",1.1560746683878564e-05
651,"('vorschlag', 'gemacht')",1.1548037527414756e-05
652,"('dank', 'unterstutz')",1.1478018950830108e-05
653,"('bildung', 'forschung')",1.1412586003689611e-05
654,"('dank', 'bauspar')",1.1406719896554292e-05
655,"('wand', 'dank')",1.1406719896554292e-05
656,"('patentgeschutzt', 'produkt')",1.1398931854424574e-05
657,"('vereinfach', 'steuersystem')",1.1398931854424574e-05
658,"('herr', 'lang')",1.122828345081984e-05
659,"('schwarz', 'list')",1.122828345081984e-05
660,"('herr', 'pfist')",1.1156170109126622e-05
661,"('schweiz', 'schul')",1.114733813672238e-05
662,"('uns', 'arme')",1.114733813672238e-05
663,"('stuf', 'bund')",1.1141241843258858e-05
664,"('verkehr', 'gebracht')",1.1123767908627286e-05
665,"('eig', 'vier')",1.1119890580060393e-05
666,"('grundsatz', 'uberleg')",1.1119890580060393e-05
667,"('vier', 'wand')",1.1119890580060393e-05
668,"('artikel', 'streich')",1.1079670603552987e-05
669,"('grund', 'warum')",1.099450315414844e-05
670,"('herr', 'freysing')",1.0764790472542636e-05
671,"('privilegiert', 'einlag')",1.0764790472542636e-05
672,"('ursprung', 'antrag')",1.0764790472542636e-05
673,"('kommission', 'schlagt')",1.075692579369056e-05
674,"('fassung', 'mehrheit')",1.0734580084900946e-05
675,"('herr', 'visch')",1.061627194840815e-05
676,"('lang', 'spiess')",1.0559903578912452e-05
677,"('person', 'waff')",1.054675116701709e-05
678,"('neu', 'indirekt')",1.0510278489350724e-05
679,"('ganz', 'bestimmt')",1.0503989209971902e-05
680,"('seit', 'fahn')",1.0381862298948982e-05
681,"('jahrlich', 'wiederwahl')",1.0293917092779017e-05
682,"('aktionarinn', 'aktionar')",1.0163902204261572e-05
683,"('ungult', 'erklart')",1.013223962460335e-05
684,"('untergeordnet', 'bedeut')",1.013223962460335e-05
685,"('eben', 'gerad')",1.0054463262764827e-05
686,"('dringend', 'notwend')",1.0014894063421753e-05
687,"('anlass', 'sitzung')",1.0013140787537158e-05
688,"('rahm', 'eintret')",1.0013140787537158e-05
689,"('selbstgenutzt', 'wohneigentum')",1.0013140787537158e-05
690,"('alt', 'arbeitnehm')",9.886722512376547e-06
691,"('sri', 'lanka')",9.886722512376547e-06
692,"('vorh', 'gesagt')",9.886722512376547e-06
693,"('flexibl', 'rentenalt')",9.86507501391647e-06
694,"('herr', 'schibli')",9.86507501391647e-06
695,"('herrn', 'kaufmann')",9.86507501391647e-06
696,"('international', 'arbeitsorganisation')",9.86507501391647e-06
697,"('jung', 'arbeitslos')",9.86507501391647e-06
698,"('besteuer', 'wirtschaft')",9.732599962567084e-06
699,"('darum', 'bitt')",9.712704620858693e-06
700,"('schon', 'mehrfach')",9.602140792386097e-06
701,"('bundeshaus', 'ost')",9.58338211357578e-06
702,"('uns', 'sicht')",9.582843286964805e-06
703,"('international', 'erschopf')",9.532716939090367e-06
704,"('gemass', 'artikel')",9.46284138632778e-06
705,"('ganz', 'schweiz')",9.454410959139863e-06
706,"('auslanderinn', 'ausland')",9.404397792556378e-06
707,"('herr', 'aeschbach')",9.35659445435931e-06
708,"('gewiss', 'kreis')",9.319759083205366e-06
709,"('luftfahrtpolit', 'bericht')",9.319759083205366e-06
710,"('toni', 'brunn')",9.319759083205366e-06
711,"('bess', 'gesagt')",9.27226914868722e-06
712,"('carobbio', 'guscetti')",9.27226914868722e-06
713,"('ganz', 'klein')",9.27226914868722e-06
714,"('nationalrat', 'motion')",9.253250703343096e-06
715,"('einzeln', 'ratsmitglied')",9.220674224547806e-06
716,"('erstell', 'konzernrechn')",9.220674224547806e-06
717,"('biomedizin', 'forschung')",9.193594236824784e-06
718,"('steu', 'abgab')",9.183002694031379e-06
719,"('bitt', 'antrag')",9.17003310950526e-06
720,"('wiss', 'darum')",9.143578628526158e-06
721,"('gesetz', 'schreib')",9.083398868905613e-06
722,"('seit', 'lang')",9.077063466060747e-06
723,"('absatz', 'kommission')",9.060850551925864e-06
724,"('recht', 'gesagt')",9.060850551925864e-06
725,"('interess', 'daran')",9.057766651863153e-06
726,"('etwa', 'million')",9.018520599787579e-06
727,"('schon', 'mehrmal')",8.886140208146369e-06
728,"('kommissionsmind', 'bitt')",8.873968270969391e-06
729,"('vier', 'woch')",8.873968270969391e-06
730,"('erhoh', 'frauenrentenalt')",8.8728178962316e-06
731,"('seit', 'leg')",8.8728178962316e-06
732,"('betrag', 'million')",8.864350039836699e-06
733,"('wirtschaft', 'leistungsfah')",8.802558975124413e-06
734,"('mensch', 'behinder')",8.660980673891216e-06
735,"('artikel', 'neu')",8.633263082281436e-06
736,"('frank', 'einspar')",8.629127366191986e-06
737,"('gegenub', 'voranschlag')",8.629127366191986e-06
738,"('leb', 'lang')",8.629127366191986e-06
739,"('mittel', 'langfrist')",8.629127366191986e-06
740,"('teil', 'b')",8.614138973208947e-06
741,"('tot', 'buchstab')",8.577217613962982e-06
742,"('verwaltungsrat', 'ubs')",8.577217613962982e-06
743,"('zwei', 'vorlag')",8.547928514427412e-06
744,"('treu', 'glaub')",8.543471810955006e-06
745,"('bundesrat', 'schneiderammann')",8.539823124409108e-06
746,"('gesetz', 'vorgeseh')",8.493731347549561e-06
747,"('kundinn', 'kund')",8.493731347549561e-06
748,"('rund', 'tisch')",8.493731347549561e-06
749,"('gleich', 'behandeln')",8.482141587916736e-06
750,"('besteht', 'gefahr')",8.472318702653989e-06
751,"('frau', 'fassl')",8.472318702653989e-06
752,"('kommission', 'mocht')",8.417195083606163e-06
753,"('richterinn', 'richt')",8.376022836775745e-06
754,"('burg', 'partei')",8.351552247984886e-06
755,"('mocht', 'kurz')",8.26865888153737e-06
756,"('exponiert', 'person')",8.246514744349342e-06
757,"('la', 'confédération')",8.246514744349342e-06
758,"('deshalb', 'bitt')",8.204174032872833e-06
759,"('geld', 'verteil')",8.165899595097964e-06
760,"('kolleg', 'leuenberg')",8.165899595097964e-06
761,"('vorlieg', 'volksinitiativ')",8.165899595097964e-06
762,"('einzutret', 'zuzustimm')",8.15025813003823e-06
763,"('nationalrat', 'festzuhalt')",8.01991062999061e-06
764,"('wurd', 'seit')",8.01991062999061e-06
765,"('volkerrecht', 'vertrag')",7.969957107200394e-06
766,"('absolut', 'notwend')",7.94170380339813e-06
767,"('auftrag', 'erfull')",7.94170380339813e-06
768,"('behandeln', 'lass')",7.934882048060263e-06
769,"('erschopf', 'gelt')",7.934882048060263e-06
770,"('famili', 'beruf')",7.934882048060263e-06
771,"('pflicht', 'erstell')",7.934882048060263e-06
772,"('bzw', 'prozent')",7.919109035644818e-06
773,"('international', 'ubereinkomm')",7.919109035644818e-06
774,"('gleich', 'lang')",7.887708389663947e-06
775,"('stiftung', 'pro')",7.856791832596519e-06
776,"('offent', 'hand')",7.802307949266191e-06
777,"('ganz', 'konkret')",7.798248556190574e-06
778,"('ganz', 'besond')",7.755351609969072e-06
779,"('ja', 'wohl')",7.670237271688269e-06
780,"('losung', 'bundesrat')",7.6357894746575e-06
781,"('ausserordent', 'kundig')",7.622961487870317e-06
782,"('einkomm', 'vermog')",7.622961487870317e-06
783,"('mocht', 'zunach')",7.622961487870317e-06
784,"('polit', 'exponiert')",7.622961487870317e-06
785,"('relativ', 'method')",7.622961487870317e-06
786,"('schenk', 'silvia')",7.622961487870317e-06
787,"('schon', 'vorh')",7.622961487870317e-06
788,"('vorzeit', 'pensionier')",7.622961487870317e-06
789,"('ja', 'nein')",7.601432706545772e-06
790,"('qualitativ', 'hochsteh')",7.573710221848284e-06
791,"('vorlieg', 'gesetz')",7.542705584699513e-06
792,"('nach', 'woch')",7.48186323055502e-06
793,"('herr', 'jositsch')",7.459464124711067e-06
794,"('jahr', 'darub')",7.459464124711067e-06
795,"('klar', 'verhaltnis')",7.459464124711067e-06
796,"('meinung', 'motion')",7.459464124711067e-06
797,"('million', 'einwohn')",7.459464124711067e-06
798,"('ort', 'quartierub')",7.459464124711067e-06
799,"('schon', 'tag')",7.459464124711067e-06
800,"('volkerrecht', 'landesrecht')",7.459464124711067e-06
801,"('vollig', 'frei')",7.459464124711067e-06
802,"('wettbewerb', 'hochschul')",7.459464124711067e-06
803,"('zustand', 'bund')",7.459464124711067e-06
804,"('hansrudolf', 'merz')",7.4496242063730305e-06
805,"('mehrheit', 'buros')",7.4496242063730305e-06
806,"('dafur', 'sorg')",7.4455011356047245e-06
807,"('deshalb', 'kommission')",7.441398920899005e-06
808,"('natur', 'schon')",7.441211282852609e-06
809,"('sag', 'ja')",7.411584916567339e-06
810,"('mehrfach', 'gesagt')",7.3649805136200744e-06
811,"('rat', 'bereit')",7.3649805136200744e-06
812,"('technisch', 'handelshemmnis')",7.3649805136200744e-06
813,"('daran', 'denk')",7.3587758247860704e-06
814,"('herr', 'messm')",7.3587758247860704e-06
815,"('meist', 'fall')",7.341164858824997e-06
816,"('deutlich', 'mehr')",7.340522015357403e-06
817,"('der', 'preis')",7.293891556977951e-06
818,"('energi', 'schweiz')",7.293891556977951e-06
819,"('ganz', 'ausdruck')",7.293891556977951e-06
820,"('gesetz', 'kraft')",7.293891556977951e-06
821,"('herr', 'burg')",7.293891556977951e-06
822,"('inhalt', 'grund')",7.293891556977951e-06
823,"('mind', 'bind')",7.293891556977951e-06
824,"('produkt', 'staatlich')",7.293891556977951e-06
825,"('million', 'frank')",0.00014528131287371699
826,"('elt', 'sorg')",9.509390174726595e-05
827,"('frau', 'bundesratin')",6.979152108796273e-05
828,"('sicht', 'bundesrat')",6.945909020744979e-05
829,"('herr', 'standerat')",6.896572541879307e-05
830,"('frau', 'kollegin')",6.347533129191179e-05
831,"('milliard', 'frank')",5.853445167323186e-05
832,"('gemeinsam', 'elt')",5.818699775469364e-05
833,"('grund', 'weshalb')",4.9308559842811124e-05
834,"('bitt', 'dringend')",4.558610474250651e-05
835,"('konsumentinn', 'konsument')",4.359648870963005e-05
836,"('imm', 'mehr')",4.0882590082045095e-05
837,"('weiterentwickl', 'arme')",4.0764468307202944e-05
838,"('angehor', 'arme')",3.9834820275553473e-05
839,"('herr', 'nationalrat')",3.9524426820126094e-05
840,"('geltend', 'recht')",3.684512462258017e-05
841,"('rund', 'million')",3.565066172433051e-05
842,"('einburgerungsgesuch', 'stell')",3.552262824133303e-05
843,"('bundesrat', 'meinung')",3.187286486594688e-05
844,"('verurteilt', 'person')",3.1164300760792636e-05
845,"('direkt', 'gegenentwurf')",3.058254080851229e-05
846,"('mehrheit', 'kommission')",3.057267469290721e-05
847,"('kommission', 'rechtsfrag')",3.011141782547807e-05
848,"('deshalb', 'bundesrat')",2.8173557052810973e-05
849,"('arbeitnehmerinn', 'arbeitnehm')",2.7704937291916554e-05
850,"('herr', 'kolleg')",2.751325803044804e-05
851,"('unternehmenssteuerreform', 'ii')",2.7285367722783434e-05
852,"('anlegerinn', 'anleg')",2.6962797561747345e-05
853,"('weshalb', 'bundesrat')",2.6624503152100172e-05
854,"('zwei', 'drei')",2.540428027987557e-05
855,"('patientinn', 'patient')",2.4736186987202867e-05
856,"('vorlauf', 'anwend')",2.4423638770230357e-05
857,"('frank', 'pro')",2.4331350228636482e-05
858,"('pro', 'jahr')",2.413192732880671e-05
859,"('link', 'seit')",2.402349953906091e-05
860,"('svpfraktion', 'antrag')",2.3354897918027302e-05
861,"('bundesrat', 'verwalt')",2.2989630478150383e-05
862,"('initiantinn', 'initiant')",2.2675446286400148e-05
863,"('weit', 'mal')",2.25088349095638e-05
864,"('heut', 'geltend')",2.248750036236767e-05
865,"('staatspolit', 'kommission')",2.2298751831408035e-05
866,"('offent', 'krankenkass')",2.1384949639887808e-05
867,"('beid', 'elternteil')",2.138030297574735e-05
868,"('kommission', 'unterstutz')",2.119834639210833e-05
869,"('ganz', 'wichtig')",2.103478930588329e-05
870,"('svpfraktion', 'mehrheit')",2.1026951503942763e-05
871,"('seit', 'fahn')",2.0905531426356907e-05
872,"('sag', 'gern')",2.077585939278976e-05
873,"('lex', 'koll')",2.0657509310341326e-05
874,"('nach', 'jahr')",2.0341104101552435e-05
875,"('staatlich', 'eingriff')",2.01748993553441e-05
876,"('aggressiv', 'werbung')",1.9216165549199688e-05
877,"('rund', 'tisch')",1.9216165549199688e-05
878,"('sicherheitspolit', 'bericht')",1.9056427593157115e-05
879,"('interess', 'daran')",1.8962396880501427e-05
880,"('offent', 'interess')",1.8962396880501427e-05
881,"('mocht', 'kurz')",1.895980011848754e-05
882,"('heut', 'berat')",1.872714402024875e-05
883,"('steuerzahlerinn', 'steuerzahl')",1.8721479669396694e-05
884,"('wohl', 'kind')",1.8530484787697918e-05
885,"('herr', 'schwand')",1.841182124412734e-05
886,"('al', 'kaida')",1.828874714714074e-05
887,"('zivil', 'behord')",1.8092709557704705e-05
888,"('sozial', 'wohlfahrt')",1.7620517568071077e-05
889,"('this', 'jenny')",1.744730447996343e-05
890,"('beschuldigt', 'person')",1.7261373471702362e-05
891,"('klar', 'meinung')",1.7230921155253166e-05
892,"('unabhang', 'kontrollinstanz')",1.7101154495263026e-05
893,"('betroff', 'person')",1.7029774775102502e-05
894,"('frau', 'standeratin')",1.6746844698175676e-05
895,"('geschatzt', 'kollegin')",1.665968737983825e-05
896,"('artikel', 'kvg')",1.6606950884776886e-05
897,"('plus', 'prozent')",1.6606950884776886e-05
898,"('vorschlag', 'bundesrat')",1.6509826854463744e-05
899,"('richtig', 'gesagt')",1.6473218962768893e-05
900,"('herr', 'aeschi')",1.640240661747866e-05
901,"('daran', 'erinn')",1.6192435788749163e-05
902,"('amt', 'weg')",1.6177798806380493e-05
903,"('zustand', 'behord')",1.60183975142852e-05
904,"('vorlauf', 'aufgenomm')",1.58311712632635e-05
905,"('drei', 'wort')",1.580408593020157e-05
906,"('uns', 'meinung')",1.5689668497152198e-05
907,"('bundesrat', 'vorlag')",1.5542585777159947e-05
908,"('dank', 'frag')",1.5440646735986513e-05
909,"('kanton', 'schwyz')",1.5266183309480208e-05
910,"('entwurf', 'bundesrat')",1.5214587800338035e-05
911,"('flankier', 'massnahm')",1.5163642781210193e-05
912,"('imm', 'imm')",1.5136062491224176e-05
913,"('europa', 'union')",1.500059250620477e-05
914,"('mehr', 'mehr')",1.4994489161413162e-05
915,"('kommissionssprech', 'gesagt')",1.4993689471209064e-05
916,"('neu', 'verfassungsbestimm')",1.4930515181971634e-05
917,"('allgemein', 'wehrpflicht')",1.4903067236522886e-05
918,"('frau', 'mann')",1.4809954846681518e-05
919,"('zusamm', 'kanton')",1.4780189778471359e-05
920,"('etwa', 'million')",1.4490427159175988e-05
921,"('dringend', 'notwend')",1.4457920991625257e-05
922,"('kanton', 'st')",1.4456661223474164e-05
923,"('herr', 'amstutz')",1.4394711277258242e-05
924,"('mittl', 'einkomm')",1.4297471255145459e-05
925,"('neu', 'flugzeug')",1.4220466109633191e-05
926,"('arbeit', 'durf')",1.4188065145631162e-05
927,"('olymp', 'winterspiel')",1.4093843594025202e-05
928,"('vorlieg', 'botschaft')",1.4093843594025202e-05
929,"('best', 'dank')",1.4025507238398648e-05
930,"('grund', 'warum')",1.4001999881723327e-05
931,"('voraussetz', 'erfullt')",1.3932699097645777e-05
932,"('herr', 'baad')",1.3893131169710477e-05
933,"('einheit', 'materi')",1.3851904597766233e-05
934,"('auftrag', 'erfull')",1.377230670310188e-05
935,"('bundesratin', 'gesagt')",1.377230670310188e-05
936,"('bundesrat', 'unterstutz')",1.3614468579888816e-05
937,"('chef', 'vbs')",1.3555541806830547e-05
938,"('viel', 'dank')",1.3554790360875337e-05
939,"('einzig', 'allein')",1.3456982016077084e-05
940,"('sich', 'land')",1.34364885390681e-05
941,"('bedingt', 'geldstraf')",1.3407582832437746e-05
942,"('sich', 'schweiz')",1.3403270348491188e-05
943,"('konkret', 'fall')",1.3227091838369882e-05
944,"('rechnung', 'trag')",1.3191066510342665e-05
945,"('verordn', 'bundesversamml')",1.313824822221461e-05
946,"('kolleg', 'visch')",1.3002489465610185e-05
947,"('bitt', 'wirklich')",1.293729523838891e-05
948,"('wichtig', 'schritt')",1.293729523838891e-05
949,"('artikel', 'stgb')",1.2926467310844714e-05
950,"('dank', 'unterstutz')",1.2873629064511145e-05
951,"('darum', 'geht')",1.2822557087020095e-05
952,"('pro', 'kopf')",1.2791967018034875e-05
953,"('gesetz', 'mindestlohn')",1.2524159746291267e-05
954,"('herr', 'zanetti')",1.2524159746291267e-05
955,"('ehrlich', 'gesagt')",1.2517123845782878e-05
956,"('frau', 'graflitsch')",1.2462353108318152e-05
957,"('uns', 'arme')",1.2462353108318152e-05
958,"('kind', 'arbeit')",1.2414686029295754e-05
959,"('abzulehn', 'komm')",1.2389442268430975e-05
960,"('sozialdemokrat', 'fraktion')",1.2389442268430975e-05
961,"('erst', 'etapp')",1.2238033824006986e-05
962,"('beid', 'kommission')",1.2091067796033442e-05
963,"('nam', 'bundesrat')",1.2091067796033442e-05
964,"('mocht', 'beton')",1.2025980366103274e-05
965,"('bundesrat', 'folg')",1.1957452115066387e-05
966,"('st', 'gall')",1.193900157843954e-05
967,"('dafur', 'tun')",1.188862545658405e-05
968,"('fisch', 'roland')",1.1822970280485616e-05
969,"('unentgelt', 'rechtspfleg')",1.1791489188485848e-05
970,"('jung', 'leut')",1.1738671603182879e-05
971,"('frau', 'nationalratin')",1.1735878140300944e-05
972,"('schutz', 'privatsphar')",1.169789544763782e-05
973,"('zusatz', 'bericht')",1.1677318587889453e-05
974,"('bisher', 'beschluss')",1.15968385903223e-05
975,"('foderalist', 'syst')",1.15968385903223e-05
976,"('schweiz', 'wald')",1.15968385903223e-05
977,"('zweit', 'etapp')",1.15968385903223e-05
978,"('kind', 'jugend')",1.1536487780980396e-05
979,"('mark', 'schweiz')",1.1400951533429765e-05
980,"('bedenk', 'geb')",1.1388053157325996e-05
981,"('mensch', 'behinder')",1.1350805143299447e-05
982,"('mocht', 'deshalb')",1.131585033406463e-05
983,"('darf', 'sag')",1.1201374688800592e-05
984,"('vorlag', 'heut')",1.1201374688800592e-05
985,"('hoh', 'million')",1.1159453965586054e-05
986,"('einzutret', 'zuzustimm')",1.1030925330245796e-05
987,"('finanziell', 'mittel')",1.1026194932534863e-05
988,"('arme', 'arme')",1.1001708522666451e-05
989,"('bezieh', 'ausland')",1.1001708522666451e-05
990,"('rapp', 'pro')",1.098841098940742e-05
991,"('imm', 'neu')",1.0902845358335589e-05
992,"('neu', 'gesetz')",1.0859477795191617e-05
993,"('viel', 'mensch')",1.0837555535282964e-05
994,"('organisation', 'arme')",1.0831570501268472e-05
995,"('produzier', 'landwirtschaft')",1.0831570501268472e-05
996,"('freien', 'markt')",1.0769399362946407e-05
997,"('kolleg', 'glattli')",1.0769399362946407e-05
998,"('steu', 'abgab')",1.0769399362946407e-05
999,"('schien', 'strass')",1.0727351517300047e-05
1000,"('kommissionssprecherin', 'gesagt')",1.068986364261991e-05
1001,"('aeschi', 'thomas')",1.0630271168533186e-05
1002,"('gemeinnutz', 'arbeit')",1.0437671067814283e-05
1003,"('absolut', 'verjahrungsfrist')",1.0387759144792712e-05
1004,"('ja', 'stimmt')",1.0387759144792712e-05
1005,"('nationalrat', 'folg')",1.038498584988949e-05
1006,"('international', 'organisation')",1.0381515158138933e-05
1007,"('frank', 'million')",1.0364687858552452e-05
1008,"('gesetz', 'grundlag')",1.034312240802327e-05
1009,"('mind', 'folg')",1.0239324718836047e-05
1010,"('gesetz', 'verankert')",1.022810295985502e-05
1011,"('denk', 'wichtig')",1.0226501307050238e-05
1012,"('jahr', 'etwa')",1.0217412239605503e-05
1013,"('kommt', 'hinzu')",1.0213820404035632e-05
1014,"('jugend', 'sport')",1.0115081969048557e-05
1015,"('schweiz', 'bevolker')",1.0092735128125214e-05
1016,"('hausarztinn', 'hausarzt')",1.0049084574379553e-05
1017,"('artikel', 'betreff')",1.0038819125562797e-05
1018,"('absolut', 'genug')",9.98713387603048e-06
1019,"('einspar', 'million')",9.98713387603048e-06
1020,"('kolleg', 'jositsch')",9.98713387603048e-06
1021,"('privat', 'medi')",9.98713387603048e-06
1022,"('moglich', 'schnell')",9.924475252579497e-06
1023,"('gut', 'integriert')",9.918077540040041e-06
1024,"('ehrlich', 'sag')",9.907887895099306e-06
1025,"('dafur', 'sorg')",9.896092809204073e-06
1026,"('pflegend', 'angehor')",9.888108148148676e-06
1027,"('letzt', 'zwanzig')",9.857477502204885e-06
1028,"('bundesrat', 'ansicht')",9.853369257271158e-06
1029,"('bundesrat', 'vorschlagt')",9.786642347014349e-06
1030,"('mehr', 'geld')",9.756623159211886e-06
1031,"('betroff', 'unternehm')",9.69219692499758e-06
